HYBAS_ID,area,DIST_MAIN
1051343940,23357.9,589.0
1051344010,13303.5,589.2
1051369030,14146.0,906.7
1051369020,9016.8,906.9
1050019430,76150.4,0.0
1050020040,11060.5,0.0
1051262460,8557.2,138.8
1051262550,6932.8,138.8
1051251800,11330.0,285.1
1051251910,7013.0,285.1
1051244040,22446.6,430.3
1051244140,14334.4,430.3
1051228520,8884.1,610.1
1051228680,11748.6,610.1
1051213630,67657.6,712.4
1051213640,4979.4,712.6
1051210800,4930.7,812.8
1051210720,136173.6,813.0
1051214380,81650.2,872.4
1051214450,270904.4,872.6
1051174950,94.9,954.3
1051174960,14082.8,954.5
1051173010,71885.0,966.1
1051173020,858.7,966.3
1051163830,23172.5,1030.6
1051163840,29980.6,1030.8
1051156960,1678.3,1100.9
1051156950,89105.2,1100.9
1051142510,1180.4,1196.4
1051142520,189724.2,1196.6
1051129350,151486.1,1268.6
1051129360,82953.6,1268.7
1051235290,149479.8,1293.6
1051235380,10179.5,1293.8
1051248590,165579.6,1434.1
1051248600,70611.6,1434.3
1051103490,7654.8,1477.7
1051103500,84196.3,1477.7
1051094100,39859.7,1615.7
1051093980,27340.2,1615.9
1051052780,70862.7,1647.4
1051052770,31448.7,1647.6
1051015610,40460.3,1950.1
1051015760,23802.8,1950.3
1051115180,121167.9,1992.9
1051115330,6242.4,1993.1
1051125060,315178.7,2094.1
1051125130,104166.1,2094.1
1051037320,80941.8,2254.4
1051037650,2888.9,2254.6
1051040200,168609.6,2304.3
1051040300,140156.2,2304.4
1051259940,10843.4,3071.9
1051259950,3891.9,3072.1
1051266120,9655.0,3142.8
1051266020,18016.3,3143.0
1051273600,2579.2,3169.0
1051273520,11311.3,3169.0
1051279010,165263.4,3208.2
1051279020,53014.7,3208.4
1051265610,5946.8,3440.1
1051265730,59910.7,3440.3
1051259210,13470.0,3490.1
1051259200,35581.5,3490.3
1051315930,101074.7,3647.4
1051315940,27097.4,3647.4
1051250790,66866.1,3688.8
1051250830,53172.5,3689.0
1051366570,18272.7,4333.9
1051366720,63620.8,4334.1
1050020050,20434.1,0.0
1050020240,59761.9,0.0
1050020250,53029.1,0.0
1050020570,10653.5,0.0
1051157490,12973.8,197.5
1051157500,32636.0,197.7
1051145820,17353.6,317.0
1051145730,11257.3,317.0
1051147340,67139.1,484.8
1051147350,38629.6,485.0
1051115250,10149.6,756.5
1051115150,14421.4,756.7
1050020580,19159.5,0.0
1050021110,7432.8,0.0
1050021120,1959.2,0.0
1050021220,13559.5,0.0
1050021230,2086.0,0.0
1050021340,30962.6,0.0
1050021350,9968.4,0.0
1050021440,27887.0,0.0
1050021450,342.9,0.0
1050021500,10758.4,0.0
1051032360,43208.0,258.6
1051032520,28778.0,258.8
1051004170,10235.4,618.8
1051004180,20268.3,618.8
1050967880,7986.2,791.0
1050967890,1972.1,791.1
1050955790,5823.7,880.7
1050955650,4595.9,880.7
1050021510,34694.8,0.0
1050021910,52698.8,0.0
1050021920,264.3,0.0
1050021940,26836.6,0.0
1050022420,29461.2,0.0
1050909890,2639.8,509.9
1050909900,38471.4,510.1
1050892990,20826.6,562.8
1050893000,15286.4,562.8
1050870170,25992.3,707.9
1050870030,65667.9,708.1
1050909040,23060.6,788.7
1050908780,24305.9,788.9
1050845560,2238.7,879.0
1050846020,10081.2,879.0
1050827040,33075.6,935.7
1050827030,11693.3,935.9
1050887720,6755.7,940.0
1050888070,19973.5,940.0
1050874630,38299.5,998.8
1050874640,22070.7,999.0
1050760290,13040.4,1173.3
1050760280,634.7,1173.4
1050755820,3493.8,1198.4
1050755960,4039.5,1198.4
1050747640,506.7,1252.7
1050747470,71458.3,1252.7
1050839560,113153.4,1264.8
1050839280,52868.3,1265.0
1050736270,14980.9,1269.3
1050736280,17403.9,1269.5
1050742280,13583.2,1284.3
1050742220,287.9,1284.5
1050741300,4442.5,1300.4
1050741380,13973.3,1300.4
1050722720,61138.4,1383.1
1050722570,15118.0,1383.1
1050694130,12363.6,1505.6
1050694020,6610.3,1505.8
1050669460,42280.6,1549.5
1050669470,168547.9,1549.7
1050680300,54.2,1586.6
1050680480,31108.5,1586.6
1050677950,48311.3,1595.7
1050677960,38932.0,1595.9
1050668450,31279.5,1656.2
1050668760,39260.7,1656.2
1050635020,23901.6,1806.1
1050635010,54138.3,1806.3
1050577750,95223.4,2071.5
1050577760,87306.6,2071.7
1050515770,31177.8,2224.1
1050515500,63509.3,2224.1
1050514030,43161.2,2296.7
1050513910,116.6,2296.9
1050513230,65443.2,2307.2
1050513090,113585.4,2307.4
1050603890,28366.8,2771.8
1050603880,32991.1,2772.0
1050641670,9551.9,2943.4
1050641660,520.0,2943.6
1050651900,11358.0,2996.1
1050652110,9718.1,2996.1
1050682900,2173.4,3135.4
1050683010,6954.7,3135.4
1050689850,6558.8,3226.7
1050690130,8385.0,3226.7
1050710240,463.9,3373.3
1050710380,19653.1,3373.3
1050696660,4953.5,3385.9
1050696830,9438.2,3386.1
1050715100,32653.4,3398.7
1050715340,43098.7,3398.7
1050737100,8346.5,3571.7
